,txt,label
383,기방난동사건이후 최악의 영화 .재밌다는 사람들 믿고 봤더니 다 알바생인듯 ... ㅜㅜ,1
384,피버 사용법 질문!,0
385,잠 안올 때 보시면 좋아요.,1
386,메m 엘리트 던전 돌다가 비정상 어쩌고 팅겨서 다시 안들어가져요,0
387,1월 22일 일기,0
388,시 to the 망. 차라리 18세 풀면 그 당시 김범 빠순이들이라도 평점 올려줬을거 아냐.. 이런 맥락도 없고 의미도 없고 오그라드는건 빠순이들이나 두근대며 봐줬을라나 뭐야이게,1
389,스티븐시걸 영화고만찍어라 왜계속망가지려고하지 이제그런 3류영화는 노,1
390,장하나 한윤찬 제발 이어주세요 말도안되게 왜 설도현과ㅜㅜㅜ,1
391,감동적인 부녀드라마에요 굿,1
392,지루하고 선정적이고 당황스럽다,1
393,너무 허접해서 눈물이 난다,1
394,천조국식 의학개그.,0
395,이거 결제금액 다 나오네요 ㄷ,0
396,초반부를 제일 재밌게 봤음ㅋㅋ 그리고 짐캐리는 웃을때 참 멋있다,1
397,형들 하나만더물어봐도되?,0
398,막 설레고 그런게 없어서 쫌 아쉽고 알렉스 오로린은 멋진데 스탠은 쫌 심심...미묘? 남주여주 둘다 캐릭터가 그닥 매력적이지가 않음.,1
399,이동욱 역시 멋지다.재밌는 드라마였음.,1
400,이게뭐야 존나지루해 하치가기여워서 하나준다,1
401,현실적이고 재미도 있고 괜찮은데 평점이 낮아서 좀 더 높게 점수 부여,1
402,tv 전기세가 아까웠던 영화!,1
403,임시 점검 전에 찍었던 것 몇 가지,0
404,0점은 없나요?,1
405,77ㅓ억,0
406,이야기가 점점 샛길로 샌다,1
407,어릴때 봤는데 서른이 넘어서도 주제곡을 잊지않고있는 영화! 지금다시보는건 비추,1
408,이때의 진행을 바라는건 기적이겠죠? 시즌2는 너무 게임을 안함 ㅉㅉ 시즌1이 레전드,1
409,정말 최고의 엉화! 집중도 잘되고 지식도 많이 얻게 된다!,1
410,그럭저럭...하지만 지루한 부분이 분명 있다는...,1
411,개구쟁이 스머프,1
412,토드 질문이용,0
413,출연진완벽ㅋㅋㅋㅋㅋ연기개쩌는여배우와 유머러스하고 멋있는 다우니 행오버예능신 곰(?)까지 최고ㅋ 영화급은떨어지지만 배우들이 살린영화ㅋ,1
414,이거 좋다는 놈들은 뭐하는 것들이야 ㅡ.ㅡ,1
415,세상에 공친시간이란 없다. 어떤 시간이든 그 시간 이후와 이전은 뭔가가 달라져있고 그래서 오늘은 어제가 아니다,1
416,얘들아 너넨 꿈을 가져야 해,1
417,"""""""민주팔이사기꾼들의 선동질영화...민주팔이들때문에 한글에서 제일 짜증나는 단어들이...""""""""민주,서민,평화"""""""" 다......""""""",1
418,님들아 새로만든계정 스카니아 캐릭생성제한,0
419,노힐라 80만팟 할머니-M 풀잠수,0
420,지루할만큼 고요하고 서글픈 시선속에 머문 깊은 성찰과 사색.,1
421,전투력 설정 건의,0
422,긴장감과 반전. B급인 듯 B급이 아닌 수작이다.,1
423,[PURE]길드원 모집합니당,0
424,4년 전통 길드 맛집 '한번더해요' 길드원 모집합니다.,0
425,정말 진부하고 뻔하다 차라리 두시간 내내 쇼핑하고 돈쓰고 꾸미는 것만 나왔으면 대리만족이라도 했을 듯,1
426,반쪽자리 별은 보기 싫으니까.... 솔직히 영화를 다 보고나서 편두통이 안오면 형편없는 겁니다. 피아니스트는 머리 깨지는 줄 알았지요. 시원스럽고 시간보내기에 좋은 영화! 예컨대 이방인처럼 찝찝한 작품보다는 시원하네요.,1
427,평점 후기 이정도로심각한거 처음봄ㅋㅋ티비에하길래 볼랫더니 걍 패스,1
428,"""""""할머님의 """"""""안돼요? 정말 안돼요?"""""""" 라는 말이 결국 저를 울렸습니다.""""""",1
429,지독한 탐욕의 굴레.. 구성은 꼼꼼하나 너무 늘어진다,1
430,유니온서버 길드구해여,0
431,디멘졸업 기원 48일차,0
432,습지 메소,0
433,극뽀오오오오옥~~ 극뽀오오오옥~~~,1
434,자고로 소문난 잔치에 먹을거 없다고. 진짜 재미없다. 진짜 아닌말로 수준떨어져 ㅋㅋ,1
435,패치 후 메르세데스 5스택 빨리쌓기,0
436,재미만은 있다. 헌데 다른 장점은 못찾겠다,1
437,뉴비 펫 질문있어요,0
438,그냥 영화 스토리도 이상하고 코미디 라더니 보는내내 웃기지도 않고 이영화볼분 절대보지마요 돈낭비 시간낭비 그냥낭비,1
439,발연기발연기발연기발연기발연기발연기발연기발연기발연기발연기발연기발연기발연기,1
440,보다가 잤다 보다가 잤다,1
441,님들님들,0
442,"앞부분30퍼가 그나마 원작다우니 3점준다 OOㄷ을아,,소설보고온사람들은 진심으로 보다가 충격먹었을거다...제목바꿔라 스토리가 그냥 다르구만 ,,저예산으로 만든거 홍보하냐??중요씬들 전부 저예산으로 바꾸려 애쓴게 티난다...원작보신분들은 절대보지마세요",1
443,"어지간한 B급 영화는 다 좋아하는데, 이건 내용이 너무 답답하다. 인물들에게 몰입할 여지는 단 한순간도 없었으며, 과거에 대한 연출은 왜 넣었는지 모르겠다. 이런 영화에서 환각 연출이라니; 대체 무슨 생각이었는지 답이 안나온다.",1
444,"그래픽은 좋은데 재미가 없어요. 스토리가 루즈하기도하고,감동도 액션도 없고.",1
445,커미션 개장했어요😊,0
446,명작이 될 수도 있었던 영화,1
447,하.. 연기력...말투...ㅠㅠㅠ,1
448,시아등+뽀송 라벤더+차분한 헤헤,0
449,패파 스카 본캐로 키우기 좋은가요??,0
450,아케인섭 벨트 시세,0
451,단편적인 캐릭터들과 복잡한 구조가 '왜?'라는 질문만 남게하는 아쉬운 영화,1
452,"존박두고보면 더 좋은 가수가 될것,.하지만 오늘의 우승 허각이어서 .다행 수고했어요",1
453,세상에 이런게영화라니야하지도않고,1
454,미치고싶을때 정말...이런영화 좋다,1
455,말하려는 바는 알겠지만 싼티나고 지루한 연출은 영화의 수준을 떨어뜨린다,1
456,소재가 굉장히 좋다. 적절히 웃긴다,1
457,메린이는 행복하ㄷㅏ,0
458,얼마 전 13부를 마지막으로 짧은 여정이 끝이 났다. 그 마지막 여정에서 난 눈물을 흘렸고 이것은 단순한 과학 다큐가 아닌 진리를 탐구하는 거룩한 여정의 한 페이지 라는 것을 느꼈다. 이과와는 담 쌓은 미대생도 너무나 재미있게 봤다. 많은 이들이 보길,1
459,비숍 너무 약하네요,0
460,[판타지]에서 행메하실분~,0
461,브리짓존스의 일기...유명함에 비해 너무 순위가 낮네. 개성있는 캐릭터가 만드는 정말 재미있는 영화이다,1
462,전사 140제 장갑 보공 27.7% ㅍ,0
463,"어딘가 나사가 한개씩 빠진 4개의 이야기. 단, 4편은 6점.",1
464,가볍게 주말에 볼만한드라마였는데...오늘부터 안볼생각임...dog쓰레기같은막장드라마로 변질중..그만종영하셔요??명세빈을 dog걸레로만들고..한심함ㅉㅉ,1
465,1점도 아깝다..,1
466,3명봅니다,1
467,이영화의나른함은우리에게말로표현못할무언가를느끼게해줌이지결코지루함이아니다.,1
468,결말이 예상되는 영화지만 재밌네요!웃음도 났다가 울음도 났다가 합니다,1
469,무고벤 풀어주세요(1),0
470,매우 재미있음....,1
471,보지말고 부디 책으로 봐주세요 ㅜㅜ 눈 배리는수가 있으니,1
472,개선된 길드레이스,0
473,투력6만 보스질문,0
474,가슴을 울리는 영화입니다. 해외입양에 대해 다시 돌아볼 수 있는 계기가 되길...,1
475,좋아하는 두배우의 감정묘사가 디테일하네요. 맘아프고 짠한영화네요. 열린결말.전그냥 해피하게...ost도 넘 좋네요. 잘봤습니다,1
476,스토리 액션 감동 최고~,1
477,예전생각에 너무너무 좋았습니다.. 어릴적 봤던것...,1
478,내가 제일 좋아하는 영화 중 하나인 다크나이트와 같은 감독이 같은 출연진과 제작진으로 만들었는데 왜 이런게 나올까...,1
479,그나마 전작에 남아 있던 신파의 울림은 사라지고 어거지만 남았다,1
480,궁금증을 유발시켜 즐겁게 본 영화... 약간의 지루함도 있음...,1
481,난 왜이리 잘 들어가짐?,0
482,"분명한거고 당연한 만남이지만, 이루어질 수 없는 민족",1
483,재미있고 간만에 완성도도 있는 드라마다 왜 안떴지 참,1
484,예측하기 어려운 색다르고 참신한 발상이 돋보인다,1
485,김지우 넘예뻐요>.신고,1
486,나로vs카이저,0
487,드디어 140 찍었다ㅏㅏ,0
488,형님들 거래소와 사냥으로 모으는 메소말고 다르게 메소를 버는 효율적인 방법있을까요?? 알려주세요 ㅠ,0
489,서버늘려라,0
490,이겜 흑우컷 얼마임?,0
491,우트 한손둔기 유니크 얼마까지 내려감?,0
492,스카)이거 얼마에요??,0
493,이건뭐 ...시간이 너무너무많이 남는다거나 컴터 모니터 화면 보호기 용도이상이 아님 최악임,1
494,핵노잼입니다 보지마세요,1
495,무기좀 골라주세요ㅠᆢ,0
496,tvN위험한 동영상 sign 를 그대로 영화한 거같은 느낌...,1
497,우리의 이영재가 왜 이런 영화를...,1
498,좋아재미절음ㅎㅎㅎ쩔엇으요,1
499,💭솜솜길드원 모집💭,0
500,자기가 좋아했던 적에게 총알 맞는 장면이,1
501,다수의 관객이 호응할만한영화가 아니다.투자자가 불쌍한영화.,1
502,내가본 영화중 베스트 텐에드는 최고의 영화,1
503,세븐을 능가하는 최고의 스릴러영화,1
504,자캐 그림 완성♥,0
505,마네킹 관련 궁금한거 물어봐요,0
506,하이퍼 스텟 가격 이거 맞는거냐요,0
507,"완전간단한스토리,쭉빵녀들은나오는데 야한장면없음,야한농담약간있음 80분영화인데,20~30분이면 다볼수있음,연출이 좀 독특함. 삐용?거리는그런것들",1
508,헷,0
509,결말이 찝찝한 건 맞음. 근데 그 전까지 존과 사바나와 러브신들이 너무나 예쁨. 1점 주긴 싫어.,1
510,가횟 8인거 한단게 업 토드하면요~,0
511,200렙 목표인데 188에서 200,0
512,포시즌...갈수록 저질이야~,1
513,재밌어 이프로..임창정 윤도현편 감동.. 엠씨도재밌고..오디션프로 판치는요즘 저런음악이 있었지 근데일이렇게 들을수있는프로가 변로없었는데 카타르시스..출연자들 탈락해도 정말 라이브카페가수들 진짜가수듧들보다 노래더잘하고. .,1
514,뭐가 한참 흘러가다 되돌아보면 사랑이야기였는데... 꽤 괜찮은걸. 꼭 끝까지 보세요,1
515,구성 내용 재미 교훈 모든것이 완벽한 영화!,1
516,kbs에서 틀어주길래 30분?좀넘게 보고있는데 도저히 답이안나온다.. 저녁에먹은 볶음밥이 십이지장에서 올라오려고 한다..,1
517,이런영화가 있었군요 넘 잼게 봤네요 ㅎㅎ,1
518,한번보긴보았는데 내용이 이상하고 몬 스토리인지 드라마로 알려주지않고.. 망했네요,1
519,자석펫 구매했습니다.,0
520,슈피겔만 탐험열차이벤트질문입니다,0
521,지효언니봐서 3점줌. 사실3점주기도힘든데 지효언니 겁나좋아하는지라 그나마 3점줌.,1
522,한집안 어머니의 죽음으로 모두 행복해 졌네요... 그걸로 내용 끝...,1
523,아잉눈을 팔아버린 핑크빈.png,0
524,우웅 재밋네 은근 반전잇어,1
525,이거 왜 이런거에요?,0
526,역시 한국영화 극장에서 보면안되,1
527,펫뽑 블랙,0
528,파프 환불 옵션,0
529,소마 카힐라 노데스 솔플!,0
530,우트노작 애픽에잠 5천이면 싼거아냐?,0
531,히어로즈 레벨 질문좀요..,0
532,작위적인 플롯과 전형적인 캐릭터. 뜬금없는 대사들과 상황 전개. 한마디로 고루한 스토리라고 생각됨.이야기가 지향하는 방향이 딱 70년대 수준이다 보니 보는 내내 어이없었다.이정국 감독의 전작으로 봤을때. 이런 장르의 작품은 맞지 않는듯.,1
533,좀 머리가 복잡했지만 재미있다 ! 히로진짜귀여움 ㅋㅋ,1
534,7천크리스탈 로얄 깟는데,0
535,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ존나재밌다,1
536,아..슬프당,0
537,몇년만에접속,0
538,방탄패키지,0
539,재미없으...,1
540,200넘으면 장신 140제낌까?,0
541,로다주 짱짱맨 연기력도 좋구 특유의 홈즈느낌도 좋았음,1
542,내용구성이 탄탄하며 모처럼 볼 수있었던 수작이렀던거 같습니다.,1
543,참 아쉬운작품 시리즈를 확장 시켜서라도 더 보안했었어야..,1
544,최악,1
545,아이와 웃으며 볼만하긴 했지만 하야오만큼의 깊이와 노련함은 없다. 동화정도의 레벨과 약간의 신파는 어른들이 보기엔 조금 아쉬울 수도 있겠다,1
546,재밌기 보다는 의미있는 영화..,1
547,"불륜,배신,복수 이런거 없이도 괜찮았던 드라마^ ^",1
548,한국 스릴러 통틀어 이만한 스피디한 스릴러는 거의 없다고 생각된다. 그러면서도 뒤통수치는 반전 아주 좋았다.,1
549,신규유저 멤린이입니다,0
550,사랑과영혼?,1
551,완전 수준 이하네요 허접해여 ~~~~,1
552,"낚시당하지들마시라는,,여주빼면1점도아까움~~",1
553,"요즘 나오는 엔간한 공포영화보다는 재밌는 작품, 하지만 진짜 공포영화는 답답한 맛에 보는 영화라고 생각한다.",1
554,"미국에 총기사건보면 잘 이해가 안가죠?서부 개척시대부터 미국의 민주주의는 총으로 일으킨겁니다.이해하고 봐야되요. 보복은 또한 댓가를 치룬다는것이며, 보복하려다 또 많은 사람들이 죽잖아요.보복은 또한 순환이 된다.이런 많은점을 생각하게하는 영화입니다.",1
555,은퇴할때가 됬네 자네,1
556,오늘 12이후 부터 접속이 안되서 문의를 여기다올립니다.,0
557,프로그램에 나갈게나가야지 먼 졸음운전을 방송에나가게하고있내... 참 답없내 머리가있으면 생각을하고 행동에좀옴기세요 동물도아니고 ㅋㅋ,1
558,해냈당...,0
559,줄리아 로버츠 떄문에 봤어도 지루하다,1
560,다크나이트 고인물 형들,0
561,이딴걸 영화라고 만들었는지...관객외면의 이유가 확실하구먼,1
562,관객을 충분히 배려한 여러가지로 마음에 드는 영화. 반전 기대 말고 걍 추리소설로 보면 좋을듯,1
563,부연설명이 필요없는 걸작 SF애니메이션. 작화 서사 음악과 주고자 하는 메세지까지 완벽하다.,1
564,ㅋ,1
565,또 아이돌이야??,1
566,내가 살다가 영화평점을 다 주는 일이 생길거라고는.. 비티비에 있길래 재난영화좋아해서 만원이나주고 봤는데 거참진짜 오분을 견디가힘들어요. 이걸 보고 있는 시간이 너무 아까워서 ..이거 예산버릴려고 일부러만든영화인가...내인생최악의 영화,1
567,아... 정말 거지같았다...,1
568,마일리지 일퀘 빨리 깨는법,0
569,<진심>이란 게 어떤 건지 제대로 보여주는 영화. 98%가 이슬람교인 <이란>이기에 더 절묘해진 영화.,1
570,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
571,본캐닉 추천받습니다,0
572,아...아닛..이게뜨다닛..!!,0
573,무료인데 100만??,0
574,소마 템 트리 좀 알려주세요,0
575,볼거리외에 스토리는 최악..최소한의 개연성조차 없는 그냥 cg영화..,1
576,원작실화를 멋지게 연기한 톰에게 박수를.. 역시 남우주연상 받을만했다..,1
577,90분간 내심장은 아주 잘뛰었다,1
578,못참겠다 히어로vs닥나vs팔라딘,0
579,재미없어 그냥....,1
580,쓰레기였다. 똥 싸려다가 방귀만 잔뜩뀌고 팬티올리니 똥나오는 느낌이다,1
